department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won,avg_training_score,class
7,10,2,1,2,1,35,3.0,7,0,48.0,0.0
2,31,0,1,0,1,36,4.0,4,0,50.0,0.0
2,11,0,1,0,1,41,5.0,3,0,50.0,0.0
5,12,0,1,2,1,31,3.0,2,0,68.0,0.0
7,24,0,1,2,3,30,4.0,6,0,48.0,0.0
3,14,0,1,0,1,30,2.0,4,0,57.0,0.0
8,4,2,0,0,1,32,5.0,2,0,81.0,0.0
7,11,0,1,1,1,34,3.0,6,0,50.0,0.0
8,7,0,0,2,1,33,4.0,4,0,82.0,0.0
8,14,0,0,2,1,35,3.0,9,0,78.0,0.0
8,31,2,1,2,2,34,4.0,6,0,78.0,0.0
7,24,2,1,2,1,36,5.0,5,0,43.0,0.0
0,6,2,1,0,1,34,4.0,2,0,83.0,0.0
7,31,0,1,2,1,31,3.0,3,0,50.0,0.0
0,6,0,1,0,3,31,5.0,4,0,82.0,0.0
7,0,2,1,0,1,32,5.0,4,0,54.0,0.0
8,11,0,0,0,1,58,1.0,14,0,78.0,0.0
7,11,0,0,2,1,26,3.0,3,0,46.0,0.0
5,11,2,1,0,1,36,3.0,2,0,71.0,0.0
5,19,0,1,0,1,37,3.0,7,0,73.0,0.0
7,18,0,1,0,1,39,5.0,6,0,57.0,0.0
5,11,2,0,2,1,41,5.0,4,0,67.0,0.0
7,6,0,1,0,1,44,5.0,15,0,48.0,0.0
4,7,2,1,0,1,46,5.0,20,0,59.0,0.0
1,32,0,1,2,1,31,3.0,3,0,56.0,0.0
4,14,0,1,0,1,27,3.0,3,0,55.0,1.0
4,19,0,1,2,3,33,3.0,2,0,57.0,0.0
5,17,0,0,0,1,28,3.0,3,0,66.0,0.0
5,6,0,0,2,1,30,4.0,2,0,74.0,0.0
5,14,0,0,0,1,31,3.0,6,0,72.0,0.0
4,11,2,0,2,1,36,5.0,7,0,56.0,0.0
6,32,0,1,0,1,30,4.0,6,0,85.0,0.0
7,8,0,0,0,1,35,3.0,7,0,54.0,0.0
5,31,0,0,0,1,25,5.0,2,0,74.0,0.0
4,6,0,1,0,1,40,3.0,9,0,60.0,0.0
5,19,0,1,2,1,33,5.0,6,0,71.0,0.0
7,19,0,1,0,1,27,3.0,3,0,49.0,0.0
8,4,0,0,0,1,36,4.0,8,0,82.0,0.0
3,31,0,1,2,1,55,3.0,17,0,60.0,0.0
0,33,0,1,2,2,33,3.0,4,0,81.0,0.0
7,11,0,0,2,1,44,5.0,7,0,54.0,0.0
8,14,0,1,2,2,27,3.0,3,0,79.0,0.0
5,11,0,0,2,1,43,3.0,6,0,64.0,0.0
0,25,0,1,0,1,28,3.0,6,0,84.0,0.0
7,28,2,0,2,1,34,4.0,3,0,52.0,0.0
4,19,2,1,0,1,40,2.0,11,0,58.0,0.0
5,31,2,1,2,1,38,4.0,6,0,69.0,0.0
1,14,0,1,2,3,30,2.0,3,0,62.0,0.0
2,11,0,0,0,1,42,1.0,11,0,47.0,0.0
1,31,0,1,0,2,26,3.0,2,0,59.0,0.0
8,29,0,1,0,1,36,5.0,8,0,83.0,0.0
8,11,0,1,0,1,59,3.0,7,0,80.0,0.0
7,20,0,1,0,1,34,5.0,3,0,53.0,0.0
5,11,0,0,2,1,39,3.0,4,0,68.0,0.0
4,6,0,1,2,1,46,4.0,18,0,57.0,0.0
4,19,0,0,0,2,34,3.0,8,0,62.0,0.0
5,15,0,0,0,1,32,5.0,4,0,87.0,1.0
0,14,2,1,2,1,43,2.0,16,0,84.0,0.0
7,11,0,1,1,1,32,4.0,7,0,51.0,0.0
4,11,0,1,2,1,44,3.0,2,0,57.0,0.0
5,31,0,1,0,1,39,3.0,6,0,70.0,0.0
4,11,0,0,2,1,36,4.0,3,0,58.0,0.0
4,28,0,1,2,1,36,5.0,10,0,54.0,0.0
7,4,2,1,0,2,35,1.0,4,0,50.0,0.0
3,19,0,1,2,1,29,3.0,2,0,60.0,0.0
5,11,0,0,0,1,51,3.0,11,1,96.0,1.0
5,11,0,0,2,1,39,3.0,10,0,68.0,1.0
4,23,0,1,2,1,31,3.0,4,0,60.0,0.0
0,24,0,1,0,2,31,5.0,5,0,83.0,0.0
7,31,0,1,2,1,46,5.0,2,0,47.0,0.0
4,23,0,1,0,1,30,2.0,9,0,57.0,0.0
7,20,2,1,2,1,31,1.0,4,1,50.0,0.0
1,11,2,1,0,1,57,4.0,28,0,58.0,0.0
5,19,2,1,0,1,42,5.0,12,0,69.0,1.0
7,28,0,1,0,1,37,1.0,7,0,50.0,1.0
2,11,0,1,0,1,60,3.0,7,0,53.0,0.0
8,0,0,0,0,1,29,1.0,8,0,80.0,0.0
8,31,2,0,0,1,51,1.0,4,0,79.0,0.0
8,16,0,1,2,1,27,1.0,2,0,74.0,0.0
8,11,2,1,0,2,41,4.0,8,0,77.0,0.0
5,11,0,0,0,1,31,3.0,6,0,68.0,0.0
7,31,2,1,2,1,44,3.0,4,0,54.0,1.0
5,2,0,0,2,1,30,3.0,5,0,73.0,0.0
4,28,2,0,0,1,35,2.0,8,0,56.0,0.0
2,11,0,0,0,1,38,2.0,13,0,49.0,0.0
7,11,0,1,0,5,25,1.0,3,0,44.0,0.0
8,26,0,1,2,1,28,3.0,4,0,79.0,0.0
8,32,2,1,0,1,35,5.0,8,0,80.0,0.0
7,18,0,1,0,1,29,5.0,3,0,52.0,0.0
0,13,2,1,2,1,37,3.0,9,0,82.0,0.0
3,11,0,1,2,1,31,5.0,6,0,58.0,0.0
4,31,2,0,2,1,38,3.0,9,0,57.0,0.0
7,31,0,1,2,1,41,3.0,3,0,46.0,0.0
2,11,2,0,2,1,48,3.0,5,0,53.0,0.0
4,31,0,1,0,1,33,3.0,7,0,60.0,0.0
4,6,0,1,0,1,35,5.0,7,0,60.0,0.0
1,17,0,1,2,1,31,3.0,2,0,77.0,1.0
5,11,0,1,0,1,41,3.0,12,0,67.0,0.0
4,24,0,1,2,1,29,1.0,6,0,60.0,0.0
7,15,0,1,0,1,29,4.0,2,0,53.0,0.0
4,14,2,1,0,1,31,3.0,5,1,58.0,0.0
4,24,0,1,2,1,30,2.0,4,0,58.0,0.0
2,14,2,1,0,1,34,3.0,2,1,49.0,0.0
7,28,0,1,0,2,32,5.0,7,0,52.0,0.0
0,5,0,1,0,1,36,1.0,7,0,84.0,0.0
7,7,0,1,2,1,52,5.0,2,0,51.0,0.0
0,25,0,1,0,1,28,2.0,2,0,87.0,0.0
7,14,0,1,2,1,28,4.0,2,0,49.0,0.0
0,25,0,1,2,1,24,3.0,2,0,91.0,0.0
1,11,2,1,0,1,44,3.0,18,0,57.0,0.0
4,28,0,1,0,1,28,5.0,3,0,58.0,0.0
7,17,0,1,2,2,27,3.0,3,0,49.0,0.0
2,24,0,1,0,1,24,1.0,3,0,50.0,0.0
5,11,0,1,2,1,42,4.0,14,0,69.0,0.0
0,14,0,1,2,1,28,5.0,6,0,84.0,1.0
2,11,0,1,0,1,26,2.0,3,0,50.0,0.0
7,14,0,1,2,1,30,1.0,4,0,52.0,0.0
2,20,2,1,0,1,38,4.0,9,0,51.0,0.0
0,20,2,1,0,1,32,3.0,7,0,83.0,0.0
7,11,0,0,0,1,56,5.0,9,0,55.0,0.0
7,32,0,1,0,1,27,3.0,3,0,81.0,1.0
0,14,0,0,2,1,34,5.0,7,0,88.0,0.0
5,28,0,1,2,1,31,3.0,7,0,65.0,0.0
2,14,0,0,1,1,26,5.0,3,0,53.0,0.0
5,31,2,0,2,1,36,4.0,8,0,64.0,0.0
8,24,0,1,0,3,24,3.0,2,0,79.0,0.0
8,11,0,0,0,1,30,3.0,6,0,79.0,0.0
4,31,2,1,2,1,37,5.0,10,0,62.0,0.0
1,14,0,1,2,1,25,3.0,2,0,58.0,0.0
7,17,2,1,0,1,35,4.0,6,0,46.0,1.0
8,0,0,1,2,1,30,3.0,4,0,78.0,0.0
5,11,0,0,1,1,37,5.0,2,0,68.0,1.0
5,4,2,0,0,2,37,4.0,8,0,69.0,0.0
4,2,2,1,0,1,38,2.0,7,0,62.0,0.0
7,18,0,1,2,1,33,5.0,6,0,53.0,0.0
4,3,0,0,2,1,34,4.0,6,0,63.0,0.0
4,18,0,1,0,2,28,3.0,6,0,57.0,0.0
8,18,0,1,0,1,40,3.0,7,0,81.0,0.0
4,31,0,1,2,1,35,5.0,9,0,60.0,0.0
0,31,0,1,2,2,29,5.0,6,0,80.0,0.0
4,31,0,0,0,1,28,2.0,3,0,58.0,0.0
4,31,0,1,0,1,54,3.0,2,0,60.0,0.0
4,28,0,0,0,1,37,1.0,7,0,62.0,0.0
8,31,2,1,0,1,37,3.0,5,0,78.0,0.0
8,18,0,1,2,1,29,5.0,5,0,79.0,1.0
5,31,0,0,0,1,32,4.0,6,0,68.0,0.0
8,11,0,1,1,1,55,5.0,13,0,79.0,0.0
7,31,2,0,2,1,45,4.0,12,0,49.0,0.0
0,32,0,1,0,1,28,3.0,4,0,86.0,1.0
5,24,0,0,2,2,34,3.0,6,0,72.0,0.0
7,24,2,1,0,1,38,3.0,12,0,49.0,0.0
8,31,2,1,2,1,37,5.0,10,0,80.0,0.0
3,4,2,1,2,1,36,3.0,4,0,66.0,0.0
8,18,2,1,0,1,39,5.0,13,0,78.0,0.0
7,13,0,1,0,1,34,5.0,8,0,48.0,0.0
5,12,0,1,0,2,37,3.0,5,0,70.0,0.0
5,11,2,0,2,1,57,5.0,27,0,69.0,0.0
4,13,0,1,0,1,39,3.0,6,0,59.0,0.0
7,11,0,0,0,1,50,2.0,12,0,52.0,0.0
7,6,0,1,2,1,29,2.0,5,0,51.0,0.0
4,11,2,0,0,1,35,4.0,8,0,54.0,0.0
8,24,0,1,2,1,30,4.0,3,0,91.0,1.0
7,11,0,1,1,1,35,4.0,7,0,52.0,0.0
8,20,0,1,0,1,27,3.0,2,0,82.0,0.0
3,19,0,1,0,1,32,3.0,4,0,57.0,0.0
5,8,2,0,0,1,52,5.0,11,0,75.0,0.0
7,18,0,1,0,4,29,1.0,6,0,51.0,0.0
7,31,2,1,2,1,38,3.0,10,1,46.0,0.0
4,25,0,0,2,1,31,3.0,5,0,58.0,0.0
4,5,0,1,2,2,34,5.0,2,0,59.0,0.0
6,11,0,1,0,1,32,3.0,4,0,85.0,0.0
7,14,0,1,2,1,38,3.0,12,0,50.0,0.0
4,6,0,1,2,1,31,5.0,5,0,60.0,0.0
7,7,0,1,0,1,52,3.0,7,0,49.0,0.0
7,6,2,1,0,1,48,4.0,16,0,51.0,0.0
0,18,0,1,0,1,41,3.0,15,0,80.0,0.0
4,6,0,0,0,1,30,5.0,4,0,64.0,0.0
5,11,2,1,0,1,37,5.0,5,0,71.0,0.0
5,11,0,1,0,1,28,3.0,8,0,70.0,0.0
4,6,0,1,1,1,38,3.0,9,0,62.0,0.0
0,28,0,1,0,1,27,3.0,3,0,87.0,0.0
5,28,2,0,0,1,35,2.0,9,0,73.0,0.0
8,14,2,1,0,2,33,5.0,5,0,77.0,0.0
4,28,2,0,0,1,45,3.0,14,0,63.0,0.0
4,7,2,1,2,1,38,3.0,7,0,62.0,0.0
0,14,0,1,2,1,32,1.0,7,0,83.0,0.0
7,19,0,1,2,1,27,4.0,1,0,51.0,0.0
8,17,2,0,2,1,33,2.0,5,0,77.0,0.0
7,14,2,1,2,1,31,1.0,4,0,53.0,0.0
4,1,2,1,0,2,38,3.0,7,0,63.0,0.0
5,11,0,1,0,2,38,5.0,3,0,67.0,0.0
7,31,2,1,0,1,47,1.0,6,0,48.0,0.0
7,20,0,1,0,1,29,5.0,5,0,49.0,0.0
0,31,0,0,2,1,29,3.0,2,0,86.0,0.0
7,10,0,1,0,1,35,4.0,8,0,49.0,0.0
0,11,2,1,2,1,35,2.0,3,0,85.0,0.0
5,11,0,1,0,1,26,1.0,3,0,66.0,0.0
4,11,0,0,2,1,38,4.0,9,0,60.0,0.0
7,31,0,1,2,1,31,2.0,5,0,44.0,0.0
7,6,0,1,0,1,32,1.0,9,0,48.0,0.0
7,7,0,0,2,1,39,3.0,10,0,65.0,1.0
4,11,2,1,0,2,46,3.0,11,0,62.0,0.0
4,29,0,1,2,1,47,3.0,6,0,65.0,0.0
4,28,2,0,2,1,41,1.0,10,0,55.0,0.0
4,14,0,0,0,2,29,5.0,5,0,62.0,0.0
7,31,0,1,0,1,41,3.0,6,0,50.0,0.0
4,6,0,1,0,1,33,4.0,2,0,64.0,0.0
2,31,2,1,2,1,35,3.0,2,0,49.0,0.0
5,8,2,0,0,1,42,4.0,14,0,70.0,0.0
7,23,0,1,0,1,35,3.0,3,0,54.0,0.0
6,31,0,1,2,1,32,1.0,7,0,85.0,0.0
5,2,0,0,0,1,34,1.0,10,0,71.0,0.0
8,31,0,1,0,1,47,5.0,5,0,80.0,0.0
0,15,0,1,0,2,29,5.0,2,0,88.0,0.0
8,31,0,1,0,1,37,4.0,7,0,81.0,0.0
7,31,0,0,2,2,31,4.0,9,0,46.0,0.0
7,2,0,1,2,1,27,5.0,3,0,52.0,0.0
8,14,0,1,0,2,30,3.0,3,0,77.0,0.0
4,4,0,1,0,1,38,5.0,2,0,56.0,0.0
7,9,0,1,2,1,25,4.0,3,0,50.0,0.0
5,11,0,0,0,1,25,5.0,2,0,65.0,0.0
7,2,0,1,0,1,33,4.0,9,0,50.0,0.0
8,14,0,1,2,2,38,3.0,9,0,82.0,0.0
8,31,0,1,2,1,52,4.0,19,0,82.0,0.0
0,31,0,1,2,1,49,5.0,20,0,81.0,0.0
7,8,0,1,2,1,46,3.0,4,0,50.0,0.0
7,29,0,0,0,1,35,1.0,9,0,50.0,0.0
8,31,0,0,0,1,43,5.0,16,0,79.0,0.0
8,11,1,0,0,1,21,4.0,2,1,81.0,0.0
0,14,0,1,2,2,30,1.0,5,0,88.0,1.0
7,31,0,1,0,1,39,3.0,5,0,54.0,0.0
4,13,0,1,0,1,31,3.0,3,0,62.0,0.0
5,11,2,1,0,3,59,4.0,5,0,69.0,0.0
8,31,0,1,0,1,28,2.0,3,0,92.0,1.0
4,24,0,1,0,1,34,5.0,9,0,59.0,0.0
4,27,2,1,0,1,39,4.0,4,0,58.0,0.0
4,6,0,0,2,1,32,4.0,5,0,53.0,0.0
2,14,0,0,2,1,33,3.0,6,0,49.0,0.0
8,1,2,1,2,1,35,1.0,10,0,79.0,0.0
7,20,2,0,0,2,37,5.0,7,0,49.0,0.0
7,12,0,1,2,1,38,3.0,8,0,55.0,0.0
7,11,0,1,0,1,26,3.0,3,0,50.0,0.0
1,7,0,0,2,1,31,3.0,6,0,63.0,0.0
4,4,0,0,2,1,27,3.0,4,0,65.0,0.0
0,14,2,1,2,1,40,3.0,10,0,81.0,0.0
4,11,0,0,0,1,34,4.0,8,0,60.0,0.0
5,6,2,1,0,1,41,2.0,9,0,71.0,0.0
4,23,0,1,2,1,32,3.0,7,0,62.0,0.0
7,1,0,1,2,1,35,4.0,3,0,49.0,0.0
7,2,0,1,0,1,46,5.0,17,0,46.0,0.0
5,11,2,1,2,1,38,4.0,7,0,66.0,0.0
1,11,0,1,2,2,33,1.0,2,0,63.0,0.0
7,12,0,1,0,3,28,3.0,5,1,51.0,0.0
7,32,2,1,2,1,32,5.0,4,0,48.0,0.0
0,11,0,1,0,1,46,5.0,3,0,83.0,0.0
8,10,0,1,2,1,36,5.0,5,0,79.0,0.0
7,10,0,1,0,1,33,4.0,5,0,51.0,0.0
7,11,2,1,0,2,53,2.0,7,0,49.0,0.0
8,14,0,0,0,1,28,4.0,4,1,79.0,1.0
7,31,0,1,2,1,31,1.0,3,0,53.0,0.0
8,11,2,0,2,1,34,4.0,6,0,85.0,0.0
7,0,2,1,2,1,39,5.0,10,0,92.0,1.0
3,11,2,1,0,1,50,3.0,7,0,65.0,0.0
7,21,0,1,0,2,35,3.0,8,0,50.0,0.0
5,11,0,1,2,1,32,3.0,4,0,70.0,0.0
5,6,2,0,0,1,41,4.0,7,0,64.0,0.0
7,6,0,0,2,1,30,3.0,7,0,43.0,0.0
4,14,0,1,1,1,33,5.0,3,0,59.0,0.0
5,11,2,1,2,1,47,3.0,6,0,63.0,0.0
7,11,0,1,0,1,42,4.0,2,0,48.0,0.0
4,6,0,0,0,1,36,3.0,8,1,92.0,1.0
7,31,2,1,0,1,37,4.0,8,0,50.0,0.0
7,29,2,1,0,2,30,1.0,2,0,47.0,0.0
5,4,2,1,2,1,47,3.0,5,0,68.0,0.0
8,18,0,1,2,1,33,1.0,2,0,81.0,0.0
8,18,0,0,0,1,27,3.0,2,0,78.0,1.0
0,11,0,1,2,1,37,5.0,3,0,87.0,0.0
8,28,0,0,0,1,28,3.0,3,0,81.0,0.0
7,11,0,1,0,2,41,3.0,9,0,51.0,0.0
1,4,0,0,0,1,29,5.0,3,0,60.0,0.0
8,31,0,0,2,2,50,4.0,22,0,73.0,0.0
7,19,0,1,2,1,35,4.0,4,0,47.0,1.0
7,0,2,1,0,2,35,3.0,3,0,52.0,0.0
5,19,2,1,0,5,40,3.0,4,0,69.0,0.0
8,4,0,1,0,1,44,4.0,13,0,83.0,0.0
7,21,2,1,0,2,30,1.0,6,0,48.0,0.0
7,5,0,0,2,1,34,4.0,7,0,49.0,0.0
0,26,2,1,0,1,35,3.0,4,0,80.0,0.0
4,31,0,0,2,2,33,5.0,7,0,75.0,1.0
2,20,2,1,0,1,32,3.0,6,0,50.0,0.0
4,5,0,1,2,1,36,3.0,10,0,63.0,0.0
4,31,0,1,0,1,57,4.0,12,0,59.0,0.0
5,15,0,0,0,1,31,2.0,5,0,71.0,0.0
4,7,0,1,0,1,34,4.0,9,0,58.0,0.0
4,14,2,1,0,1,45,3.0,12,0,74.0,1.0
7,24,0,1,0,1,25,1.0,3,0,50.0,0.0
7,11,0,0,0,1,38,5.0,11,0,50.0,0.0
8,12,0,1,0,1,31,4.0,2,0,82.0,0.0
5,24,2,0,2,1,36,3.0,3,0,69.0,0.0
0,14,0,1,0,2,30,4.0,3,0,86.0,0.0
5,32,0,1,0,1,30,1.0,5,0,70.0,0.0
7,19,0,1,0,1,29,4.0,6,0,48.0,0.0
4,4,2,0,0,1,46,3.0,4,0,59.0,0.0
7,11,0,1,2,1,31,3.0,4,0,53.0,0.0
1,18,0,1,2,1,25,4.0,2,0,60.0,0.0
4,2,0,0,0,1,33,4.0,6,0,59.0,0.0
8,24,0,1,0,1,26,2.0,2,0,80.0,0.0
4,18,0,0,2,1,27,3.0,3,0,62.0,0.0
0,0,2,1,0,2,30,3.0,4,0,84.0,0.0
4,20,0,1,0,1,28,5.0,2,0,69.0,1.0
1,11,0,1,0,1,31,1.0,4,0,56.0,0.0
4,32,0,0,0,1,26,3.0,2,0,60.0,0.0
4,28,0,1,2,1,26,2.0,1,0,56.0,0.0
7,21,0,1,2,1,30,5.0,6,0,52.0,0.0
3,11,0,1,0,1,54,3.0,8,0,59.0,0.0
8,18,0,0,2,1,26,5.0,2,0,81.0,1.0
5,11,2,1,2,1,41,5.0,12,0,69.0,0.0
1,11,0,1,0,3,36,2.0,5,0,55.0,0.0
7,18,0,1,0,1,33,5.0,7,0,53.0,0.0
5,29,0,0,0,1,29,4.0,3,0,69.0,0.0
7,14,0,1,0,1,37,5.0,10,0,52.0,0.0
7,23,0,1,0,1,29,4.0,4,0,49.0,0.0
7,4,0,1,0,3,27,4.0,4,0,49.0,0.0
7,15,0,1,2,1,35,2.0,8,0,50.0,0.0
1,18,0,0,0,1,26,5.0,2,0,58.0,1.0
2,25,0,1,0,1,30,3.0,4,0,49.0,0.0
3,14,0,1,0,1,31,1.0,5,0,56.0,0.0
0,20,0,1,0,1,28,3.0,2,0,79.0,0.0
0,18,0,1,2,1,43,3.0,6,0,79.0,0.0
0,14,2,1,0,1,46,3.0,17,1,83.0,0.0
4,11,0,1,2,1,45,3.0,15,0,59.0,0.0
7,11,2,0,0,1,56,1.0,16,0,55.0,0.0
2,11,0,1,0,1,51,3.0,17,0,53.0,0.0
4,7,0,1,0,1,50,3.0,15,0,59.0,0.0
4,6,0,0,2,1,39,4.0,8,0,74.0,1.0
7,29,0,1,0,1,42,3.0,16,0,48.0,0.0
4,11,0,1,2,1,40,4.0,6,0,56.0,0.0
1,11,0,0,2,1,34,3.0,9,0,62.0,0.0
1,14,0,1,0,1,28,3.0,6,0,70.0,1.0
4,6,0,1,2,1,30,5.0,4,0,62.0,0.0
0,2,0,1,0,1,31,4.0,6,0,90.0,0.0
1,14,0,1,2,1,31,2.0,2,0,60.0,1.0
5,11,0,1,0,1,34,5.0,10,0,69.0,0.0
7,19,0,1,0,1,24,2.0,2,0,51.0,0.0
7,20,0,1,0,1,31,1.0,3,0,51.0,0.0
4,10,2,1,2,2,46,3.0,15,0,60.0,0.0
4,25,2,0,2,1,37,5.0,8,0,71.0,1.0
5,16,0,0,0,1,27,2.0,2,0,63.0,0.0
7,14,0,0,0,2,27,2.0,2,0,51.0,0.0
6,11,2,1,2,2,50,4.0,16,0,88.0,0.0
2,17,2,1,2,1,34,3.0,7,0,55.0,0.0
7,19,0,1,2,1,43,1.0,12,0,49.0,0.0
4,21,0,1,2,1,44,5.0,16,0,60.0,0.0
2,31,0,1,0,1,30,5.0,5,0,51.0,0.0
7,20,0,1,0,1,42,3.0,13,0,46.0,0.0
5,4,2,1,0,1,34,3.0,6,0,70.0,0.0
0,27,0,1,0,2,31,5.0,7,0,85.0,0.0
7,4,0,1,2,1,50,1.0,19,0,46.0,0.0
4,7,2,1,2,1,38,4.0,7,0,58.0,0.0
7,6,0,1,0,1,49,3.0,8,0,47.0,1.0
8,19,0,1,0,1,27,3.0,5,0,82.0,1.0
1,11,0,1,2,1,37,3.0,9,0,59.0,0.0
4,18,0,0,0,1,30,4.0,5,0,74.0,1.0
5,1,2,1,0,1,38,1.0,10,0,68.0,0.0
0,17,0,1,2,1,27,1.0,3,0,87.0,0.0
4,21,0,0,0,1,28,5.0,2,0,60.0,0.0
5,1,2,1,0,1,44,3.0,13,0,72.0,0.0
4,11,0,1,0,3,35,4.0,6,0,57.0,0.0
5,18,2,0,2,1,41,4.0,9,0,69.0,1.0
5,6,0,1,0,2,30,3.0,7,0,72.0,0.0
7,4,0,1,0,1,45,5.0,16,0,49.0,0.0
7,4,2,1,2,2,42,3.0,7,0,51.0,0.0
5,11,2,0,0,1,51,4.0,18,0,69.0,0.0
5,11,2,1,0,2,39,3.0,8,0,66.0,0.0
1,14,0,0,0,2,30,3.0,2,0,60.0,0.0
8,26,0,1,2,1,39,3.0,4,0,81.0,0.0
5,11,2,0,2,1,60,4.0,5,0,68.0,0.0
8,19,0,1,0,4,27,5.0,2,0,75.0,0.0
7,14,0,0,0,1,29,3.0,7,0,53.0,0.0
0,27,0,1,0,1,28,1.0,4,0,81.0,0.0
7,24,0,1,2,1,28,3.0,5,0,51.0,0.0
5,28,0,1,0,1,29,3.0,5,0,71.0,0.0
3,14,1,1,2,1,27,3.0,4,0,62.0,0.0
7,15,0,1,2,1,42,1.0,12,0,49.0,0.0
8,28,2,0,0,1,42,1.0,10,0,78.0,0.0
5,11,0,0,0,1,29,2.0,6,0,70.0,0.0
4,11,0,0,2,1,51,5.0,14,0,60.0,0.0
3,11,2,1,0,1,35,2.0,6,0,60.0,0.0
7,11,0,0,2,1,43,2.0,4,0,48.0,0.0
1,11,2,1,2,3,37,4.0,8,0,63.0,0.0
5,23,0,0,0,1,32,3.0,5,0,72.0,0.0
5,14,2,1,2,1,34,1.0,7,0,69.0,0.0
0,31,0,1,2,1,36,3.0,3,0,83.0,0.0
8,23,0,0,0,1,34,3.0,9,0,83.0,0.0
6,11,2,1,2,1,36,3.0,8,0,85.0,0.0
8,15,2,0,2,2,32,3.0,7,0,79.0,0.0
5,11,0,0,2,1,59,2.0,13,0,75.0,0.0
7,28,0,1,2,2,49,2.0,14,0,51.0,0.0
7,18,0,1,2,2,30,3.0,4,0,51.0,0.0
4,24,2,1,0,1,39,3.0,12,0,64.0,0.0
4,5,0,1,0,1,36,3.0,3,0,55.0,0.0
5,22,0,1,2,1,29,4.0,4,0,68.0,0.0
8,20,0,1,0,1,30,3.0,4,0,83.0,0.0
7,31,2,1,0,1,33,3.0,8,0,54.0,0.0
8,4,2,1,0,1,34,3.0,4,0,82.0,0.0
2,31,0,1,0,1,30,3.0,7,0,50.0,0.0
8,11,0,1,1,2,25,3.0,2,0,82.0,0.0
7,4,0,1,2,1,29,4.0,6,0,48.0,0.0
4,14,2,1,0,1,49,2.0,7,0,62.0,0.0
4,20,2,1,2,2,36,3.0,7,0,57.0,0.0
1,4,2,1,2,1,32,3.0,5,0,59.0,0.0
4,25,0,1,2,1,32,3.0,4,0,57.0,0.0
4,29,2,1,2,1,46,3.0,7,0,67.0,0.0
7,11,0,1,2,1,54,5.0,7,0,52.0,0.0
5,0,2,0,0,1,32,3.0,6,0,66.0,0.0
8,11,0,0,0,1,52,3.0,12,0,81.0,0.0
4,11,0,0,0,1,52,2.0,18,0,62.0,0.0
8,26,0,1,2,1,27,5.0,3,0,75.0,0.0
1,6,0,1,0,1,28,1.0,6,0,59.0,0.0
5,31,0,0,0,1,32,4.0,6,0,71.0,0.0
5,11,0,1,2,2,34,5.0,6,0,70.0,0.0
8,11,0,0,2,1,52,2.0,18,0,78.0,0.0
7,28,2,1,0,1,57,3.0,12,0,50.0,0.0
7,4,0,1,0,1,40,3.0,7,0,53.0,0.0
8,11,0,1,0,2,54,4.0,15,0,82.0,0.0
4,11,0,1,0,1,58,4.0,18,0,59.0,0.0
7,20,2,0,0,1,36,3.0,6,0,52.0,0.0
7,11,0,0,1,1,33,3.0,2,0,49.0,0.0
2,25,0,1,0,1,31,5.0,6,0,46.0,0.0
2,28,2,1,0,1,34,3.0,10,0,50.0,0.0
7,12,0,1,0,1,29,3.0,2,0,49.0,0.0
7,4,2,0,2,1,36,1.0,2,0,52.0,0.0
7,4,0,1,0,3,31,1.0,7,0,51.0,0.0
1,11,0,0,0,1,46,3.0,6,0,56.0,0.0
7,22,0,1,2,1,42,3.0,6,0,48.0,0.0
5,18,0,1,0,2,30,3.0,4,0,68.0,1.0
4,6,0,1,2,1,35,1.0,7,0,57.0,0.0
4,15,2,1,2,1,34,3.0,7,0,59.0,0.0
4,6,0,1,2,1,37,2.0,5,0,64.0,0.0
0,11,2,0,0,2,35,3.0,8,0,85.0,0.0
1,11,0,1,0,1,33,5.0,5,0,59.0,0.0
0,14,0,1,0,1,31,3.0,7,0,86.0,1.0
0,14,2,1,2,1,35,3.0,8,0,87.0,0.0
0,6,0,1,2,1,30,3.0,2,0,84.0,0.0
7,26,2,1,0,1,34,2.0,7,0,49.0,0.0
5,14,0,0,0,2,28,4.0,5,0,68.0,0.0
4,11,0,1,2,1,31,3.0,2,0,72.0,1.0
2,11,2,0,1,1,37,4.0,10,0,49.0,0.0
7,6,0,0,2,1,33,5.0,10,0,52.0,0.0
7,11,2,0,0,1,48,1.0,4,0,48.0,0.0
7,23,0,1,2,1,28,3.0,6,0,47.0,1.0
8,15,0,1,2,1,33,2.0,10,0,81.0,0.0
7,19,0,0,2,1,24,4.0,2,0,47.0,0.0
4,31,2,1,0,2,34,4.0,4,0,64.0,0.0
4,1,2,1,0,2,40,3.0,8,0,58.0,0.0
7,31,2,0,0,1,46,3.0,19,0,48.0,0.0
7,6,0,1,0,1,38,5.0,10,0,49.0,0.0
4,14,2,0,2,1,47,4.0,7,0,54.0,0.0
1,5,0,1,0,2,32,1.0,6,0,63.0,0.0
7,0,2,0,2,1,31,4.0,5,0,48.0,0.0
4,10,0,1,2,1,43,3.0,15,0,56.0,0.0
6,11,0,1,2,2,26,3.0,2,0,85.0,0.0
7,23,0,1,2,2,36,3.0,11,0,51.0,0.0
7,20,2,0,0,1,32,3.0,10,0,51.0,0.0
